company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,name,rank,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political,wealth.type,wealth.worth in billions,year
1990,Grupo Mexico,owner,copper,privatized,0,male,Mexico,MEX,397000000000.0,Latin America,Jorge Larrea,283,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,1.4,1996
1925,Grupo Modelo,relation,beer,new,32,female,Mexico,MEX,397000000000.0,Latin America,Maria Asuncion Aramburuzabala,284,Traded Sectors,True,Consumer,3rd generation,True,True,inherited,1.4,1996
1947, H&M,relation, fashion, new,48,male,Sweden,SWE,288000000000.0,Europe,Stefan Persson,285,Traded Sectors,True,Consumer,father,True,True,inherited,1.4,1996
1895,Jacobs Suchard AG,relation,chocolate and coffee,new,0,male,Switzerland,CHE,330000000000.0,Europe,Klaus Jacobs,286,Traded Sectors,True,Consumer,3rd generation,True,True,inherited,1.4,1996
1945,Bank of Ayudhya/Bangkok Broadcasting and Television Company,relation,"banking, media",new,49,male,Thailand,THA,182000000000.0,East Asia,Krit Ratanarak,287,Non-Traded Sectors,True,Media,father,True,True,inherited,1.4,1996
1951,Dogus Holding,founder,construction,new,0,male,Turkey,TUR,181000000000.0,Middle East/North Africa,Ayhan Sahenk,288,Financial,True,Money Management,not inherited,True,True,self-made finance,1.4,1996
1972,Virgin Group,founder,media,new,45,male,United Kingdom,GBR,1310000000000.0,Europe,Richard Branson,289,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.4,1996
1977,Sorenson Companies,founder,real estate,new,74,male,United States,USA,8100000000000.0,North America,James Sorenson,290,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.4,1996
1968,Waste Management,founder,waste management,new,58,male,United States,USA,8100000000000.0,North America,H Wayne Huizenga,291,Financial,True,0,not inherited,True,True,self-made finance,1.4,1996
1988,Excel Communications,founder,telecomm,new,48,male,United States,USA,8100000000000.0,North America,Kenneth Troutt,292,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.4,1996
1951,Kudelski Group,relation,software,new,0,male,Switzerland,CHE,279000000000.0,Europe,Andre Kudelski,292,New Sectors,True,Technology-Computer,father,True,True,inherited,1.7,2001
1946,Iams,former CEO,pet food,new,60,male,United States,USA,10600000000000.0,North America,Clayton Mathile,292,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.7,2001
1991,Bank of North Carolina,relation,banking,new,68,male,United States,USA,10600000000000.0,North America,Clemmie Spangler Jr,292,Financial,True,Money Management,father,True,True,inherited,1.7,2001
1920,The Trump Organization,relation,real estate,new,55,male,United States,USA,10600000000000.0,North America,Donald Trump,292,Financial,True,Real Estate,father,True,True,inherited,1.7,2001
1989,Biovail Corporation,founder,pharmaceuticals,new,0,male,Canada,CAN,733000000000.0,North America,Eugene Melnyk,292,0,True,Other,not inherited,True,True,founder non-finance,1.7,2001
1975,Armani,founder,luxury goods,new,66,male,Italy,ITA,1160000000000.0,Europe,Giorgio Armani,292,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.7,2001
1968,Petrolera Perez Companc,relation,oil,new,66,male,Argentina,ARG,269000000000.0,Latin America,Gregorio Perez Companc,292,Traded Sectors,True,Consumer,father,True,True,inherited,1.7,2001
1975,"Oakley, Inc",founder,apparel and eyewear,new,51,male,United States,USA,10600000000000.0,North America,James Jannard,292,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.7,2001
1982,Kendall-Jackson,founder,wine,new,71,male,United States,USA,10600000000000.0,North America,Jess Jackson,292,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.7,2001
1960,,founder,real estate,new,63,male,United States,USA,10600000000000.0,North America,John Arrillaga,292,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.7,2001
1899,Morrisons,relation,supermarkets,new,69,male,United Kingdom,GBR,1530000000000.0,Europe,Kenneth Morrison,292,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,inherited,1.7,2001
1857,Aditya Birla Group,relation,cement,new,33,male,India,IND,494000000000.0,South Asia,Kumar Birla,292,Resource Related,True,Mining and metals,4th generation,True,True,inherited,1.7,2001
1975,UVSG,investor ,media,aquired,0,male,United States,USA,10600000000000.0,North America,Lawrence Flinn Jr,292,Non-Traded Sectors,True,Media,not inherited,True,True,executive,1.7,2001
1946,Ferrero spa,relation,chocolates,new,74,male,Italy,ITA,1160000000000.0,Europe,Michele Ferrero,292,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.7,2001
1958,Gudang Garam,relation,cigarette,new,53,male,Indonesia,IDN,160000000000.0,East Asia,Rachman Halim,292,Traded Sectors,True,Consumer,father,True,True,inherited,1.7,2001
1960,,founder,real estate,new,60,male,United States,USA,10600000000000.0,North America,Richard Peery,292,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.7,2001
1945,Rich Products,founder,food processing,new,87,male,United States,USA,10600000000000.0,North America,Robert Rich Sr,292,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.7,2001
1981,AES,founder,energy,new,0,male,United States,USA,10600000000000.0,North America,Roger Sant,292,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.7,2001
1947,Franklin Resources,relation,mutal funds,new,60,male,United States,USA,10600000000000.0,North America,Rupert Johnson,292,Financial,True,Money Management,father,True,True,inherited,1.7,2001
1982,Sun Microsystems,founder,microchips,new,0,male,United States,USA,10600000000000.0,North America,Scott McNealy,292,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.7,2001
1919,AIG,Chairman and Chief Executive Officer,insurance,new,70,male,United States,USA,8100000000000.0,North America,Maurice Greenberg,293,Financial,True,Money Management,not inherited,True,True,self-made finance,1.4,1996
1982,MBNA,chairman,credit cards,subsidiary,0,male,United States,USA,8100000000000.0,North America,Alfred Lerner,294,0,True,Other,not inherited,True,True,executive,1.4,1996
1870,Standard Oil,relation,oil,new,80,male,United States,USA,8100000000000.0,North America,David Rockefeller,295,Resource Related,True,Energy,3rd generation,True,True,inherited,1.4,1996
1956,Groupe Bruxelles Lambert,founder,steel/banking,aquired,88,male,Belgium,BEL,0.0,Europe,Albert Frere,295,Financial,True,Diversified financial,not inherited,True,True,self-made finance,4.9,2014
1966,Serum Institute of India,founder,biotech,new,72,male,India,IND,0.0,South Asia,Cyrus Poonawalla,295,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,4.9,2014
1867,Tenglemann Group,relation,retail,new,81,male,Germany,DEU,0.0,Europe,Erivan Haub,295,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,inherited,4.9,2014
1960,Randstad,founder,staffing company,new,80,male,Netherlands,NLD,0.0,Europe,Frits Goldschmeding,295,0,True,Other,not inherited,True,True,founder non-finance,4.9,2014
1971,Lucasfilm,founder,Star Wars,new,69,male,United States,USA,0.0,North America,George Lucas,295,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,4.9,2014
1913,Heinrich Deichmann-Schuhe,relation,shoes,new,87,male,Germany,DEU,0.0,Europe,Heinz-Horst Deichmann,295,Traded Sectors,True,Consumer,father,True,True,inherited,4.9,2014
1950,Sankyo,founder,pachinko gaming machines,new,88,male,Japan,JPN,0.0,East Asia,Kunio Busujima,295,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,4.9,2014
1980,Tana Exploration Company,relation,oil,new,60,male,United States,USA,0.0,North America,Robert Rowling,295,Financial,True,Diversified financial,not inherited,True,True,self-made finance,4.9,2014
1969,O.P. Jindal Group,relation,steel,new,63,female,India,IND,0.0,South Asia,Savitri Jindal,295,Resource Related,True,Non-consumer industrial,spouse/widow,True,True,inherited,4.9,2014
1969,Essar Group,founder,steel/oil,new,0,male,India,IND,0.0,South Asia,Shashi and Ravi Ruia,295,Financial,True,Diversified financial,not inherited,True,True,self-made finance,4.9,2014
0,,,,,0,male,Chile,CHL,75800000000.0,Latin America,Jose Said Saffie,296,Finance,True,banking,not inherited,True,True,self-made finance,1.3,1996
0,,,,,0,male,Chile,CHL,75800000000.0,Latin America,Jaime Said Demarfa,297,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.3,1996
1904,Organizacion Ardila Lulle,relation,soft drinks,aquired,0,male,Colombia,COL,97200000000.0,Latin America,Carlos Ardila Lulle,298,Traded Sectors,True,Consumer,father,True,True,inherited,1.3,1996
1889,Santo Domingo Group,founder,beer,aquired,72,male,Colombia,COL,97200000000.0,Latin America,Julio Mario Santo Domingo,299,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.3,1996
1972,SAP AG,founder,software,new,56,male,Germany,DEU,2500000000000.0,Europe,Hans-Werner Hector,300,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.3,1996
1835,Bertelsmann,relation,publishing,new,74,male,Germany,DEU,2500000000000.0,Europe,Reinhard Mohn,301,Non-Traded Sectors,True,Media,4th generation,True,True,inherited,1.3,1996
1953,Edmond de Rothschild Group,relation,banking,new,0,male,Germany,DEU,2500000000000.0,Europe,Baldwin and Nikolaus Knauf,302,Non-Traded Sectors,True,Constrution,father,True,True,inherited,1.3,1996
1945,Adolf Wurth Group,relation,screws,new,60,male,Germany,DEU,2500000000000.0,Europe,Reinhold Wuerth,303,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,executive,1.3,1996
1954,Nan Fung Textiles,founder,cotton yarn,new,73,male,Hong Kong,HKG,160000000000.0,East Asia,Chen Din Hwa,304,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,1996
1951,Gajah Tunggal,owner,tires,new,0,male,Indonesia,IDN,227000000000.0,East Asia,Sjamsul Nursalim,305,Traded Sectors,True,Consumer,not inherited,True,True,,1.3,1996
1960,Al-Ghurair Group,relation,industrial goods,new,0,male,United Arab Emirates,ARE,0.0,Middle East/North Africa,Abdulla bin Ahmad Al Ghurair,305,Financial,True,Diversified financial,father,True,True,inherited,4.8,2014
1962,Walmart,relation,retail,new,65,female,United States,USA,0.0,North America,Ann Walton Kroenke,305,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,inherited,4.8,2014
1983,Caxton Associates,founder,commodities trading,new,69,male,United States,USA,0.0,North America,Bruce Kovner,305,Financial,True,Hedge funds,not inherited,True,True,self-made finance,4.8,2014
1927,Ziff Davis Inc,relation,publishing,new,42,male,United States,USA,0.0,North America,Daniel Ziff,305,Financial,True,Diversified financial,3rd generation,True,True,inherited,4.8,2014
1928,Ziff Davis Inc,relation,publishing,new,49,male,United States,USA,0.0,North America,Dirk Ziff,305,Financial,True,Diversified financial,3rd generation,True,True,inherited,4.8,2014
1865,Cargill,relation,food processing/commodities,new,52,female,United States,USA,0.0,North America,Gwendolyn Sontheim Meyer,305,Financial,True,Money Management,3rd generation,True,True,inherited,4.8,2014
1977,Mercadona,relation,groceries,new,64,male,Spain,ESP,0.0,Europe,Juan Roig,305,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,inherited,4.8,2014
1953,BILLA,founder,groceries,new,96,male,Austria,AUT,0.0,Europe,Karl Wlaschek,305,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,4.8,2014
1960,Graff Diamonds,founder,diamonds,new,75,male,United Kingdom,GBR,0.0,Europe,Laurence Graff,305,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,4.8,2014
1947, H&M,inherited, fashion, new,64,female,Sweden,SWE,0.0,Europe,Liselott Persson,305,Traded Sectors,True,Consumer,father,True,True,inherited,4.8,2014
1865,Cargill,relation,food processing/commodities,new,80,female,United States,USA,0.0,North America,Pauline MacMillan Keinath,305,Financial,True,Money Management,3rd generation,True,True,inherited,4.8,2014
1928,Ziff Davis Inc,relation,publishing,new,47,male,United States,USA,0.0,North America,Robert Ziff,305,Financial,True,Diversified financial,3rd generation,True,True,inherited,4.8,2014
1865,Cargill,relation,food processing/commodities,new,85,male,United States,USA,0.0,North America,Whitney MacMillan,305,Financial,True,Money Management,3rd generation,True,True,inherited,4.8,2014
1998,Tencent,founder,internet,new,42,male,China,CHN,0.0,East Asia,Zhang Zhidong,305,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,4.8,2014
1948,Lippo Group,founder,banking,new,0,male,Indonesia,IDN,227000000000.0,East Asia,Mochtar Riady,306,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,1996
1934,YKK,relation,zippers,new,49,male,Japan,JPN,4710000000000.0,East Asia,Tadahiro Yoshida,307,Traded Sectors,True,Consumer,father,True,True,inherited,1.3,1996
1971,McDonald's Japan,founder,restaurants,franchise,70,male,Japan,JPN,4710000000000.0,East Asia,Den Fujita,308,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.3,1996
0,,,,,0,male,Japan,JPN,4710000000000.0,East Asia,Hiroshi Takei,309,Financial,True,Real Estate,not inherited,True,True,,1.3,1996
1983,Square,founder,video games,subsidiary,0,male,Japan,JPN,4710000000000.0,East Asia,Masafumi Miyamoto,310,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.3,1996
1955,Benesse Corporation,relation,publishing,new,50,male,Japan,JPN,4710000000000.0,East Asia,Soichiro Fukutake,311,0,True,Other,father,True,True,inherited,1.3,1996
1946,Fidelity Investments,relation,investment banking,new,65,male,United States,USA,8100000000000.0,North America,Edward Johnson,312,Financial,True,Money Management,father,True,True,inherited,1.3,1996
1948,Companhia Brasileira de Distribui?ao,relation,retail,new,64,male,Brazil,BRA,560000000000.0,Latin America,Abilio dos Santos Diniz,312,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,inherited,1.6,2001
1967,Monster Worldwide,founder,advertising,new,0,male,United States,USA,10600000000000.0,North America,Andrew McKelvey,312,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.6,2001
1954,Nan Fung Textiles,founder,cotton yarn,new,78,male,Hong Kong,HKG,169000000000.0,East Asia,Chen Din Hwa,312,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.6,2001
1981,AES Corporation,founder,energy,new,0,male,United States,USA,10600000000000.0,North America,Dennis Bakke,312,Resource Related,True,Other,not inherited,True,True,founder non-finance,1.6,2001
1964,Washington Companies,founder,construction,new,66,male,United States,USA,10600000000000.0,North America,Dennis Washington,312,Non-Traded Sectors,True,Constrution,not inherited,True,True,founder non-finance,1.6,2001
1920,Schlumberger,relation,oil field services,new,56,male,France,FRA,1380000000000.0,Europe,Didier Primat,312,Resource Related,True,Energy,3rd generation,True,True,inherited,1.6,2001
1968,TCI,relation,cable,new,47,male,United States,USA,10600000000000.0,North America,Gary Magness,312,Non-Traded Sectors,True,Media,father,True,True,inherited,1.6,2001
1946,Mitchell Energy and Development Co,founder,shale,new,81,male,United States,USA,10600000000000.0,North America,George Mitchell,312,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.6,2001
1993,Check Point,founder,software,new,33,male,Israel,ISR,130000000000.0,Middle East/North Africa,Gil Shwed,312,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.6,2001
1946,Stephens Group,founder,media,new,77,male,United States,USA,10600000000000.0,North America,Jackson Stephens,312,Financial,True,Diversified financial,not inherited,True,True,self-made finance,1.6,2001
1837,Hermes,relation,luxury fashion,new,62,male,France,FRA,1380000000000.0,Europe,Jean-Louis Dumas,312,Traded Sectors,True,Consumer,4th generation,True,True,inherited,1.6,2001
1956,,founder,construction,new,66,male,Turkey,TUR,196000000000.0,Middle East/North Africa,Kemal Uzan,312,Financial,True,Diversified financial,not inherited,True,True,privatized and resources,1.6,2001
