name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political,First_Name,Last_Name
Ronald Lauder,182,1996,1946,Est?Lauder,relation,makeup,new,59,male,United States,USA,8100000000000.0,North America,inherited,2.1,Traded Sectors,True,Consumer,father,True,True,Ronald,Lauder
Alan Gerry,182,2001,1956,Cablevision Industries,founder,media,new,71,male,United States,USA,10600000000000.0,North America,founder non-finance,2.5,Non-Traded Sectors,True,Media,not inherited,True,True,Alan,Gerry
Bernard Ecclestone,182,2001,1974,Formula One Group,investor and  CEO,racing,aquired,70,male,United Kingdom,GBR,1530000000000.0,Europe,executive,2.5,0,True,Other,not inherited,True,True,Bernard,Ecclestone
David Rockefeller,182,2001,1870,Standard Oil,relation,oil,new,85,male,United States,USA,10600000000000.0,North America,inherited,2.5,Resource Related,True,Energy,3rd generation,True,True,David,Rockefeller
Eugenio Garza Lagnera,182,2001,1890,Femsa,relation,beverages,new,0,male,Mexico,MEX,725000000000.0,Latin America,inherited,2.5,0,True,0,3rd generation,True,True,Eugenio,GarzaLagnera
Joan Kroc,182,2001,1940,McDonald's,relation,restaurants,new,0,female,United States,USA,10600000000000.0,North America,inherited,2.5,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True,Joan,Kroc
John Malone,182,2001,1968,Tele-Communications Inc,CEO,telecommunications,merger,60,male,United States,USA,10600000000000.0,North America,executive,2.5,Non-Traded Sectors,True,Media,not inherited,True,True,John,Malone
Kerry Packer,182,2001,1936,Consolidated Press Holdings Limited,relation,media,aquired,63,male,Australia,AUS,379000000000.0,North America,inherited,2.5,Non-Traded Sectors,True,Media,3rd generation,True,True,Kerry,Packer
Michael and Rainer Schmidt-Ruthenbeck,182,2001,1923,Metro AG,relation,retail,new,0,male,Germany,DEU,1950000000000.0,Europe,inherited,2.5,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,Michael,andRainerSchmidt-Ruthenbeck
Mustafa Rahmi Koc,182,2001,1926,Koc Holding,relation,"energy, retail, manufacturing",new,70,male,Turkey,TUR,196000000000.0,Middle East/North Africa,inherited,2.5,Financial,True,Money Management,3rd generation,True,True,Mustafa,RahmiKoc
Otto Beisheim,182,2001,1963,Metro AG,founder,groceries,new,77,male,Germany,DEU,1950000000000.0,Europe,founder non-finance,2.5,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Otto,Beisheim
Robert Rowling,182,2001,1980,Tana Exploration Company,relation,oil,new,47,male,United States,USA,10600000000000.0,North America,self-made finance,2.5,Financial,True,Money Management,not inherited,True,True,Robert,Rowling
Takemitsu Takizaki,182,2001,1974,Keyence,founder,technology,new,55,male,Japan,JPN,4160000000000.0,East Asia,founder non-finance,2.5,New Sectors,True,Technology-Computer,not inherited,True,True,Takemitsu,Takizaki
Ted Turner,183,1996,1970,CNN,founder,media,aquired,57,male,United States,USA,8100000000000.0,North America,founder non-finance,2.1,Non-Traded Sectors,True,Media,not inherited,True,True,Ted,Turner
Vincent Bollore,183,2014,1822,Bollore,relation,paper manufacturing/investment,new,61,male,France,FRA,0.0,Europe,inherited,7.4,Financial,True,Diversified financial,3rd generation,True,True,Vincent,Bollore
Michel Fribourg,184,1996,1813,Continental Grain Company,relation,comodities,new,0,male,United States,USA,8100000000000.0,North America,inherited,2.1,Traded Sectors,True,Consumer,3rd generation,True,True,Michel,Fribourg
Jim Pattison,184,2014,1961,Jim Pattison Group,founder CEO owner,autos,new,85,male,Canada,CAN,0.0,North America,self-made finance,7.3,Financial,True,Diversified financial,not inherited,True,True,Jim,Pattison
Michael Hartono,184,2014,1951,Djarum,relation,tobacco,new,74,male,Indonesia,IDN,0.0,East Asia,executive,7.3,Traded Sectors,True,Consumer,not inherited,True,True,Michael,Hartono
Roberto Rocca,185,1996,1945,Techint,Chairman and Chief Executive Officer,steel,new,0,male,Argentina,ARG,272000000000.0,Latin America,self-made finance,2.0,Financial,True,Diversified financial,not inherited,True,True,Roberto,Rocca
Dirce Navarro Camargo,186,1996,1939,Camargo Correa Group,relation,construction,new,0,female,Brazil,BRA,854000000000.0,Latin America,inherited,2.0,Non-Traded Sectors,True,Constrution,not inherited,True,True,Dirce,NavarroCamargo
Augusto & Giorgio Perfetti,186,2014,1946,Perfetti Van Melle,relation,candy,new,0,male,Italy,ITA,0.0,Europe,inherited,7.2,Traded Sectors,True,Consumer,father,True,True,Augusto,&GiorgioPerfetti
Heinz Hermann Thiele,186,2014,1905,Knorr-Bremse AG,Chairman/shareholder,brake systems,new,72,male,Germany,DEU,0.0,Europe,executive,7.2,Traded Sectors,True,Consumer,not inherited,True,True,Heinz,HermannThiele
Johann Graf,186,2014,1980,Novomatic Automatenhandels AG,founder,gaming,new,67,male,Austria,AUT,0.0,Europe,founder non-finance,7.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Johann,Graf
Peter Woo,186,2014,1955,Worldwide Shipping Group,relation,real estate,new,68,male,Hong Kong,HKG,0.0,East Asia,inherited,7.2,Financial,True,Real Estate,father,True,True,Peter,Woo
Alain Wertheimer,187,1996,1909,Chanel,relation,luxury goods,new,0,male,France,FRA,1610000000000.0,Europe,inherited,2.0,Traded Sectors,True,Consumer,3rd generation,True,True,Alain,Wertheimer
Jacques Servier,188,1996,1954,Laboratories Servier,founder,pharmaceuticals,new,0,male,France,FRA,1610000000000.0,Europe,self-made finance,2.0,Financial,True,Diversified financial,not inherited,True,True,Jacques,Servier
Verspieren family,189,1996,1880,Verspieren,,insurance,new,0,,France,FRA,1610000000000.0,Europe,inherited,2.0,Traded Sectors,True,Non-consumer industrial,5th generation or longer,True,True,Verspieren,family
Alfred von Oppenheim,190,1996,1789,?Sal. Oppenheim,relation,banking,new,0,male,Germany,DEU,2500000000000.0,Europe,inherited,2.0,Financial,True,Money Management,4th generation,True,True,Alfred,vonOppenheim
He Xiangjian,190,2014,1968,Midea,founder,appliances,new,71,male,China,CHN,0.0,East Asia,founder non-finance,7.1,Traded Sectors,True,Consumer,not inherited,True,True,He,Xiangjian
Peter Woo,191,1996,1955,Worldwide Shipping Group,relation,real estate,new,50,male,Hong Kong,HKG,160000000000.0,East Asia,inherited,2.0,Financial,True,Real Estate,father,True,True,Peter,Woo
Dietmar Hopp,191,2014,1972,SAP AG,founder,software,new,73,male,Germany,DEU,0.0,Europe,founder non-finance,7.0,New Sectors,True,Technology-Computer,not inherited,True,True,Dietmar,Hopp
Eyal Ofer,191,2014,1950,Zodiac Maritime Agencies,relation,shipping,new,63,male,Israel,ISR,0.0,Middle East/North Africa,inherited,7.0,Financial,True,Real Estate,father,True,True,Eyal,Ofer
Graeme Hart,191,2014,1987,Rank Group,founder,private equity,new,58,male,New Zealand,NZL,0.0,North America,self-made finance,7.0,Financial,True,Diversified financial,not inherited,True,True,Graeme,Hart
Kumar Birla,191,2014,1857,Aditya Birla Group,relation,cement,new,46,male,India,IND,0.0,South Asia,inherited,7.0,Resource Related,True,Mining and metals,4th generation,True,True,Kumar,Birla
Ralph Lauren,191,2014,1967,Ralph Lauren,founder,clothing,new,74,male,United States,USA,0.0,North America,founder non-finance,7.0,Traded Sectors,True,Consumer,not inherited,True,True,Ralph,Lauren
Djuhar Sutanto,192,1996,1952,Salim Group,founder,consumer goods,new,0,male,Indonesia,IDN,227000000000.0,East Asia,self-made finance,2.0,Financial,True,Diversified financial,not inherited,True,True,Djuhar,Sutanto
Theodore Arison,193,1996,1972,Carnival Corporation,relation,banking,new,0,female,Israel,ISR,109000000000.0,Middle East/North Africa,inherited,2.0,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Theodore,Arison
Luciano Benetton,194,1996,1965,Benetton Group,founder,fashion,new,60,male,Italy,ITA,1310000000000.0,Europe,founder non-finance,2.0,Traded Sectors,True,Consumer,not inherited,True,True,Luciano,Benetton
Henry Nicholas,194,2001,1991,Broadcom Corporation,founder,semiconductors,new,39,male,United States,USA,10600000000000.0,North America,founder non-finance,2.4,New Sectors,True,Technology-Computer,not inherited,True,True,Henry,Nicholas
Laurence Tisch,194,2001,1946,Loews Corporation,founder,retail,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,2.4,Traded Sectors,True,Consumer,not inherited,True,True,Laurence,Tisch
Leonard Stern,194,2001,1932,Hartz Group,relation,"pet supplies, real estate",new,62,male,United States,USA,10600000000000.0,North America,inherited,2.4,Financial,True,Real Estate,father,True,True,Leonard,Stern
Mikhail Khodorkovsky,194,2001,1993,Yukos,Chairman and Chief Executive Officer,oil,privatization,37,male,Russia,RUS,307000000000.0,Europe,privatized and resources,2.4,Resource Related,True,Energy,not inherited,True,True,Mikhail,Khodorkovsky
Emilio Azcarraga Jean,195,1996,1955,Grupo Televisa,relation,media,new,28,male,Mexico,MEX,397000000000.0,Latin America,inherited,2.0,Non-Traded Sectors,True,Media,father,True,True,Emilio,AzcarragaJean
John Gokongwei,196,1996,1957,JG Summit Holdings,founder,manufacturing,new,0,male,Philippines,PHL,82848194406.0,East Asia,self-made finance,2.0,Financial,True,Diversified financial,not inherited,True,True,John,Gokongwei
Charles Cadogan,196,2014,1712,Cadogan Estates,relation,real estate,new,76,male,United Kingdom,GBR,0.0,Europe,inherited,6.9,Financial,True,Real Estate,5th generation or longer,True,True,Charles,Cadogan
Eli Broad,196,2014,1957,"Kaufman and Broad, SunAmerica",founder,construction/insurance,new/aquired,80,male,United States,USA,0.0,North America,self-made finance,6.9,Financial,True,Diversified financial,not inherited,True,True,Eli,Broad
Richard DeVos,196,2014,1959,Amway,founder,consumer goods,new,88,male,United States,USA,0.0,North America,founder non-finance,6.9,Traded Sectors,True,Consumer,not inherited,True,True,Richard,DeVos
Suleiman Kerimov,196,2014,1989,Gazprom,investor,oil,state owned enterprise,47,male,Russia,RUS,0.0,Europe,privatized and resources,6.9,Financial,True,Diversified financial,not inherited,True,True,Suleiman,Kerimov
Wei Jianjun,196,2014,1984,Great Wall Motors,chairman,autos,privatization,50,male,China,CHN,0.0,East Asia,privatized and resources,6.9,Traded Sectors,True,Consumer,not inherited,True,True,Wei,Jianjun
Yang Huiyan,196,2014,1997,Country Garden Holdings,relation,property development,new,32,female,China,CHN,0.0,East Asia,inherited,6.9,Financial,True,Real Estate,father,True,True,Yang,Huiyan
Henry Sy,197,1996,1960,SM Malls,founder,retail,new,71,male,Philippines,PHL,82848194406.0,East Asia,founder non-finance,2.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Henry,Sy
Manuel Villar,198,1996,1975,C&P Homes,founder,real estate,new,0,male,Philippines,PHL,82848194406.0,East Asia,self-made finance,2.0,Financial,True,Real Estate,not inherited,True,True,Manuel,Villar
George Kaiser,198,2001,1940,Kaiser-Francis Oil Company,relation,oil,new,58,male,United States,USA,10600000000000.0,North America,inherited,2.3,Resource Related,True,Energy,father,True,True,George,Kaiser
Gordon Getty,198,2001,1904,Getty ,relation,oil,new,60,male,United States,USA,10600000000000.0,North America,inherited,2.3,Resource Related,True,Energy,father,True,True,Gordon,Getty
Henry Samueli,198,2001,1991,Broadcom Corporation,founder,semiconductors,new,46,male,United States,USA,10600000000000.0,North America,founder non-finance,2.3,New Sectors,True,Technology-Computer,not inherited,True,True,Henry,Samueli
Martin Bouygues,198,2001,1952,Bouygues S.A.,relation,construction,new,49,male,France,FRA,1380000000000.0,Europe,inherited,2.3,Non-Traded Sectors,True,Media,father,True,True,Martin,Bouygues
Ralph Lauren,198,2001,1967,Ralph Lauren,founder,clothing,new,62,male,United States,USA,10600000000000.0,North America,founder non-finance,2.3,Traded Sectors,True,Consumer,not inherited,True,True,Ralph,Lauren
Ray Hunt,198,2001,1934,Hunt Oil. Co,relation,oil,new,58,male,United States,USA,10600000000000.0,North America,inherited,2.3,Resource Related,True,Energy,father,True,True,Ray,Hunt
Richard Schulze,198,2001,1966,Best Buy,founder,retail,new,60,male,United States,USA,10600000000000.0,North America,founder non-finance,2.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Richard,Schulze
Robert Bosch Jr,198,2001,1886,Robert Bosch GmbH,relation,auto engines,new,73,male,Germany,DEU,1950000000000.0,Europe,inherited,2.3,Traded Sectors,True,Consumer,father,True,True,Robert,BoschJr
Susan Thompson Buffett,198,2001,1962,Berkshire Hathaway,relation, Finance,new,68,female,United States,USA,10600000000000.0,North America,inherited,2.3,Traded Sectors,True,Consumer,spouse/widow,True,True,Susan,ThompsonBuffett
Terry Gou,198,2001,1974,Foxconn,founder,technology,new,0,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,2.3,New Sectors,True,Technology-Computer,not inherited,True,True,Terry,Gou
William Davidson,198,2001,1932,Guardian Industries,relation,glass,new,78,male,United States,USA,10600000000000.0,North America,executive,2.3,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,William,Davidson
Emilio Botin,199,1996,1857,Grupo Santander,relation,banking,new,61,male,Spain,ESP,641000000000.0,Europe,inherited,2.0,Financial,True,Money Management,father,True,True,Emilio,Botin
Thomas Schmidheiny,200,1996,1912,Holcim,relation,cement,new,50,male,Switzerland,CHE,330000000000.0,Europe,inherited,2.0,Non-Traded Sectors,True,Constrution,4th generation,True,True,Thomas,Schmidheiny
George Lucas,201,1996,1971,Lucasfilm,founder,Star Wars,new,51,male,United States,USA,8100000000000.0,North America,founder non-finance,2.0,Non-Traded Sectors,True,Media,not inherited,True,True,George,Lucas
Charles Koch,202,1996,1940,Koch industries,relation,  Oil refining,new,60,male,United States,USA,8100000000000.0,North America,inherited,2.0,Resource Related,True,Energy,father,True,True,Charles,Koch
Chung Mong-Koo,202,2014,1967,Hyundai,relation,cars,new,75,male,South Korea,KOR,0.0,East Asia,inherited,6.8,Traded Sectors,True,Consumer,father,True,True,Chung,Mong-Koo
Dustin Moskovitz,202,2014,2004,Facebook,founder,internet,new,29,male,United States,USA,0.0,North America,founder non-finance,6.8,New Sectors,True,Technology-Computer,not inherited,True,True,Dustin,Moskovitz
Jan Koum,202,2014,2009,WhatsApp,founder,mobile app,new,38,male,United States,USA,0.0,North America,founder non-finance,6.8,New Sectors,True,Technology-Computer,not inherited,True,True,Jan,Koum
David Koch,203,1996,1940,Koch industries,relation, Oil refining,new,55,male,United States,USA,8100000000000.0,North America,inherited,2.0,Resource Related,True,Energy,father,True,True,David,Koch
Lester Crown,204,1996,1919,General Dynamics,relation,aerospace and defense,new,70,male,United States,USA,8100000000000.0,North America,inherited,2.0,Financial,True,Money Management,father,True,True,Lester,Crown
Donald Bren,205,1996,1864,Irvine Company,owner,real estate,aquired,63,male,United States,USA,8100000000000.0,North America,self-made finance,2.0,Financial,True,Real Estate,not inherited,True,True,Donald,Bren
Nassef Sawiris,205,2014,1950,Orascom,relation,construction,new,53,male,Egypt,FIN,0.0,Europe,inherited,6.7,Non-Traded Sectors,True,Constrution,father,True,True,Nassef,Sawiris
Nicky Oppenheimer,205,2014,1888,De Beers,relation,diamonds,new ,68,male,South Africa,ZAF,0.0,Sub-Saharan Africa,inherited,6.7,Resource Related,True,Mining and metals,3rd generation,True,True,Nicky,Oppenheimer
Martha Ingram,206,1996,1946,Ingram Industries,relation,transportation,new,60,female,United States,USA,8100000000000.0,North America,inherited,2.0,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True,Martha,Ingram
James Goodnight,207,1996,1976,SAS institute,founder,software,new,53,male,United States,USA,8100000000000.0,North America,founder non-finance,2.0,New Sectors,True,Technology-Computer,not inherited,True,True,James,Goodnight
Takemitsu Takizaki,207,2014,1974,Keyence,founder,technology,new,68,male,Japan,JPN,0.0,East Asia,founder non-finance,6.6,New Sectors,True,Technology-Computer,not inherited,True,True,Takemitsu,Takizaki
Ray Hunt,208,1996,1934,Hunt Oil. Co,relation,oil,new,53,male,United States,USA,8100000000000.0,North America,inherited,2.0,Resource Related,True,Energy,father,True,True,Ray,Hunt
James Packer,208,2014,1936,Consolidated Press Holdings Limited,relation,media,aquired,46,male,Australia,AUS,0.0,North America,inherited,6.5,Financial,True,Real Estate,3rd generation,True,True,James,Packer
Leonid Fedun,208,2014,1990,Lukoil,Vice President,oil,new,57,male,Russia,RUS,0.0,Europe,privatized and resources,6.5,Resource Related,True,Energy,not inherited,True,True,Leonid,Fedun
Micky Arison,208,2014,1972,Carnival Corporation,relation,cruises,new,64,male,United States,USA,0.0,North America,inherited,6.5,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Micky,Arison
Oleg Deripaska,208,2014,1994,SibAl,founder,aluminum,new,46,male,Russia,RUS,0.0,Europe,privatized and resources,6.5,Resource Related,True,Mining and metals,not inherited,True,True,Oleg,Deripaska
Laurence Tisch,209,1996,1946,Loews Corporation,founder,retail,new,0,male,United States,USA,8100000000000.0,North America,founder non-finance,2.0,Traded Sectors,True,Consumer,not inherited,True,True,Laurence,Tisch
Barbara Piasecka Johnson,209,2001,1886,Johnson & Johnson,relation,medical supplies,new,64,female,United States,USA,10600000000000.0,North America,inherited,2.2,New Sectors,True,Technology-Medical,spouse/widow,True,True,Barbara,PiaseckaJohnson
